NN;nnNZ;nnSample;Sample;NZ_id;йНПНАЙЮ;цНД;йНД;оп;ой;йПЮР_оп;йПЮР_ой;<1520;дСАКЭ;кХВ. йНД;оп2;ой2;
1477;793;25;DG66-0480-1140;DG02M;10;2021;0480-1140;480;1140;хярхмю;хярхмю;+;кнфэ;;0480;1140;
1478;794;26;DG66-0440-1440;DG02M;10;2021;0440-1440;440;1440;хярхмю;хярхмю;+;кнфэ;;0440;1440;
1479;795;27;DG66-0440-1160;DG02M;10;2021;0440-1160;440;1160;хярхмю;хярхмю;+;кнфэ;;0440;1160;
1480;796;28;DG66-0820-0720;DG02M;10;2021;0820-0720;820;720;хярхмю;хярхмю;+;кнфэ;;0820;0720;
1481;797;29;DG66-1420-1300;DG02M;10;2021;1420-1300;1420;1300;хярхмю;хярхмю;+;кнфэ;;1420;1300;
1482;798;30;DG66-0820-0780;DG02M;10;2021;0820-0780;820;780;хярхмю;хярхмю;+;кнфэ;;0820;0780;
1483;799;31;DG66-0440-1180;DG02M;10;2021;0440-1180;440;1180;хярхмю;хярхмю;+;кнфэ;;0440;1180;
1484;800;32;DG66-0460-1140;DG02M;10;2021;0460-1140;460;1140;хярхмю;хярхмю;+;кнфэ;;0460;1140;
1485;801;33;DG66-0480-1460;DG02M;10;2021;0480-1460;480;1460;хярхмю;хярхмю;+;кнфэ;;0480;1460;
1486;802;34;DG66-0460-1080;DG02M;10;2021;0460-1080;460;1080;хярхмю;хярхмю;+;кнфэ;;0460;1080;
1487;803;35;DG66-0380-1160;DG02M;10;2021;0380-1160;380;1160;хярхмю;хярхмю;+;кнфэ;;0380;1160;
1488;804;36;DG66-0820-0840;DG02M;10;2021;0820-0840;820;840;хярхмю;хярхмю;+;кнфэ;;0820;0840;
1489;805;37;DG66-0400-1120;DG02M;10;2021;0400-1120;400;1120;хярхмю;хярхмю;+;кнфэ;;0400;1120;
1490;806;38;DG66-0380-0540;DG02M;10;2021;0380-0540;380;540;хярхмю;хярхмю;+;кнфэ;;0380;0540;
1491;807;39;DG66-0380-1140;DG02M;10;2021;0380-1140;380;1140;хярхмю;хярхмю;+;кнфэ;;0380;1140;
1492;808;40;DG66-0480-1120;DG02M;10;2021;0480-1120;480;1120;хярхмю;хярхмю;+;кнфэ;;0480;1120;
1493;809;41;DG66-0360-1420;DG02M;10;2021;0360-1420;360;1420;хярхмю;хярхмю;+;кнфэ;;0360;1420;
1494;810;42;DG66-0820-0800;DG02M;10;2021;0820-0800;820;800;хярхмю;хярхмю;+;кнфэ;;0820;0800;
1495;811;43;DG66-0440-1460;DG02M;10;2021;0440-1460;440;1460;хярхмю;хярхмю;+;кнфэ;;0440;1460;
1496;812;44;DG66-0800-0760;DG02M;10;2021;0800-0760;800;760;хярхмю;хярхмю;+;кнфэ;;0800;0760;
1497;813;45;DG66-0040-0060;DG02M;10;2021;0040-0060;40;60;хярхмю;хярхмю;+;кнфэ;;0040;0060;
1498;814;46;DG66-0460-1120;DG02M;10;2021;0460-1120;460;1120;хярхмю;хярхмю;+;кнфэ;;0460;1120;
1499;815;47;DG66-0360-1160;DG02M;10;2021;0360-1160;360;1160;хярхмю;хярхмю;+;кнфэ;;0360;1160;
1500;816;48;DG66-0340-1480;DG02M;10;2021;0340-1480;340;1480;хярхмю;хярхмю;+;кнфэ;;0340;1480;
1501;817;49;DG66-1440-1080;DG02M;10;2021;1440-1080;1440;1080;хярхмю;хярхмю;+;кнфэ;;1440;1080;
1502;818;50;DG66-0340-0540;DG02M;10;2021;0340-0540;340;540;хярхмю;хярхмю;+;кнфэ;;0340;0540;
1503;819;1;DG66-0680-1400;DG02M;11;2021;0680-1400;680;1400;хярхмю;хярхмю;+;кнфэ;;0680;1400;
1504;820;2;DG66-0460-0240;DG02M;11;2021;0460-0240;460;240;хярхмю;хярхмю;+;кнфэ;;0460;0240;
1505;821;3;DG66-1280-1340K;DG02M;11;2021;1280-1340K;1280;1340й;хярхмю;#гмюв!;кнфэ;кнфэ;;1280;1340K;
1506;822;4;DG66-1300-1360;DG02M;11;2021;1300-1360;1300;1360;хярхмю;хярхмю;+;кнфэ;;1300;1360;
1507;823;5;DG66-0700-1040K;DG02M;11;2021;0700-1040K;700;1040й;хярхмю;#гмюв!;кнфэ;кнфэ;;0700;1040K;
1508;824;6;DG66-1260-1020;DG02M;11;2021;1260-1020;1260;1020;хярхмю;хярхмю;+;кнфэ;;1260;1020;
1509;825;7;DG66-1280-1020;DG02M;11;2021;1280-1020;1280;1020;хярхмю;хярхмю;+;кнфэ;;1280;1020;
1510;826;8;DG66-0680-0980K;DG02M;11;2021;0680-0980K;680;0980й;хярхмю;#гмюв!;кнфэ;кнфэ;;0680;0980K;
1511;827;9;DG66-0360-1460;DG02M;11;2021;0360-1460;360;1460;хярхмю;хярхмю;+;кнфэ;;0360;1460;
1512;828;10;DG66-1480-1360;DG02M;11;2021;1480-1360;1480;1360;хярхмю;хярхмю;+;кнфэ;;1480;1360;
1513;829;11;DG66-1280-1360K;DG02M;11;2021;1280-1360K;1280;1360й;хярхмю;#гмюв!;кнфэ;кнфэ;;1280;1360K;
1514;830;12;DG66-0660-0960K;DG02M;11;2021;0660-0960K;660;0960й;хярхмю;#гмюв!;кнфэ;кнфэ;;0660;0960K;
1515;831;13;DG66-1280-1240;DG02M;11;2021;1280-1240;1280;1240;хярхмю;хярхмю;+;кнфэ;;1280;1240;
1516;832;14;DG66-1300-1040;DG02M;11;2021;1300-1040;1300;1040;хярхмю;хярхмю;+;кнфэ;;1300;1040;
1517;833;15;DG66-1280-1240K;DG02M;11;2021;1280-1240K;1280;1240й;хярхмю;#гмюв!;кнфэ;кнфэ;;1280;1240K;
1518;834;16;DG66-1240-0960;DG02M;11;2021;1240-0960;1240;960;хярхмю;хярхмю;+;кнфэ;;1240;0960;
1519;835;17;DG66-1300-1220;DG02M;11;2021;1300-1220;1300;1220;хярхмю;хярхмю;+;кнфэ;;1300;1220;
1520;836;18;DG66-1660-0680K;DG02M;11;2021;1660-0680K;1660;0680й;хярхмю;#гмюв!;кнфэ;кнфэ;;1660;0680K;
1521;837;19;DG66-1280-1380;DG02M;11;2021;1280-1380;1280;1380;хярхмю;хярхмю;+;кнфэ;;1280;1380;
1522;838;20;DG66-0340-1140;DG02M;11;2021;0340-1140;340;1140;хярхмю;хярхмю;+;кнфэ;;0340;1140;
1523;839;21;DG66-0820-0860;DG02M;11;2021;0820-0860;820;860;хярхмю;хярхмю;+;кнфэ;;0820;0860;
1524;840;22;DG66-1300-1200;DG02M;11;2021;1300-1200;1300;1200;хярхмю;хярхмю;+;кнфэ;;1300;1200;
1525;841;23;DG66-1280-1160;DG02M;11;2021;1280-1160;1280;1160;хярхмю;хярхмю;+;кнфэ;;1280;1160;
1526;842;24;DG66-1300-0980;DG02M;11;2021;1300-0980;1300;980;хярхмю;хярхмю;+;кнфэ;;1300;0980;
1527;843;25;DG66-0460-1480;DG02M;11;2021;0460-1480;460;1480;хярхмю;хярхмю;+;кнфэ;;0460;1480;
1528;844;26;DG66-1280-1260;DG02M;11;2021;1280-1260;1280;1260;хярхмю;хярхмю;+;кнфэ;;1280;1260;
1529;845;27;DG66-1260-0980;DG02M;11;2021;1260-0980;1260;980;хярхмю;хярхмю;+;кнфэ;;1260;0980;
1530;846;28;DG66-1260-1340;DG02M;11;2021;1260-1340;1260;1340;хярхмю;хярхмю;+;кнфэ;;1260;1340;
1531;847;29;DG66-0340-0560;DG02M;11;2021;0340-0560;340;560;хярхмю;хярхмю;+;кнфэ;;0340;0560;
1532;848;30;DG66-1280-1000;DG02M;11;2021;1280-1000;1280;1000;хярхмю;хярхмю;+;кнфэ;;1280;1000;
1533;849;31;DG66-1280-1280K;DG02M;11;2021;1280-1280K;1280;1280й;хярхмю;#гмюв!;кнфэ;кнфэ;;1280;1280K;
1534;850;32;DG66-1460-0980;DG02M;11;2021;1460-0980;1460;980;хярхмю;хярхмю;+;кнфэ;;1460;0980;
1535;851;33;DG66-1460-1060;DG02M;11;2021;1460-1060;1460;1060;хярхмю;хярхмю;+;кнфэ;;1460;1060;
1536;852;34;DG66-1500-0940;DG02M;11;2021;1500-0940;1500;940;хярхмю;хярхмю;+;кнфэ;;1500;0940;
1537;853;35;DG66-1220-0960;DG02M;11;2021;1220-0960;1220;960;хярхмю;хярхмю;+;кнфэ;;1220;0960;
1538;854;36;DG66-1300-1340;DG02M;11;2021;1300-1340;1300;1340;хярхмю;хярхмю;+;кнфэ;;1300;1340;
1539;855;37;DG66-1280-1260K;DG02M;11;2021;1280-1260K;1280;1260й;хярхмю;#гмюв!;кнфэ;кнфэ;;1280;1260K;
1540;856;38;DG66-1480-0940;DG02M;11;2021;1480-0940;1480;940;хярхмю;хярхмю;+;кнфэ;;1480;0940;
1541;857;39;DG66-1460-0960;DG02M;11;2021;1460-0960;1460;960;хярхмю;хярхмю;+;кнфэ;;1460;0960;
1542;858;40;DG66-1460-1020;DG02M;11;2021;1460-1020;1460;1020;хярхмю;хярхмю;+;кнфэ;;1460;1020;
1543;859;41;DG66-1260-1300;DG02M;11;2021;1260-1300;1260;1300;хярхмю;хярхмю;+;кнфэ;;1260;1300;
1544;860;42;DG66-1280-1360;DG02M;11;2021;1280-1360;1280;1360;хярхмю;хярхмю;+;кнфэ;;1280;1360;
1545;861;43;DG66-1280-1320K;DG02M;11;2021;1280-1320K;1280;1320й;хярхмю;#гмюв!;кнфэ;кнфэ;;1280;1320K;
1546;862;44;DG66-1300-1120;DG02M;11;2021;1300-1120;1300;1120;хярхмю;хярхмю;+;кнфэ;;1300;1120;
1547;863;45;DG66-1260-1040;DG02M;11;2021;1260-1040;1260;1040;хярхмю;хярхмю;+;кнфэ;;1260;1040;
1548;864;46;DG66-1280-1200;DG02M;11;2021;1280-1200;1280;1200;хярхмю;хярхмю;+;кнфэ;;1280;1200;
1549;865;47;DG66-1300-1240;DG02M;11;2021;1300-1240;1300;1240;хярхмю;хярхмю;+;кнфэ;;1300;1240;
1550;866;48;DG66-1240-0980;DG02M;11;2021;1240-0980;1240;980;хярхмю;хярхмю;+;кнфэ;;1240;0980;
1551;867;49;DG66-1280-1180;DG02M;11;2021;1280-1180;1280;1180;хярхмю;хярхмю;+;кнфэ;;1280;1180;
1552;868;50;DG66-1300-0960;DG02M;11;2021;1300-0960;1300;960;хярхмю;хярхмю;+;кнфэ;;1300;0960;
1553;869;1;DG66-1300-0960K;DG02M;12;2021;1300-0960K;1300;0960й;хярхмю;#гмюв!;кнфэ;кнфэ;;1300;0960K;
1554;870;2;DG66-1280-1320;DG02M;12;2021;1280-1320;1280;1320;хярхмю;хярхмю;+;кнфэ;;1280;1320;
1555;871;3;DG66-1260-1280;DG02M;12;2021;1260-1280;1260;1280;хярхмю;хярхмю;+;кнфэ;;1260;1280;
1556;872;4;DG66-1300-1020;DG02M;12;2021;1300-1020;1300;1020;хярхмю;хярхмю;+;кнфэ;;1300;1020;
1557;873;5;DG66-1300-1160;DG02M;12;2021;1300-1160;1300;1160;хярхмю;хярхмю;+;кнфэ;;1300;1160;
1558;874;6;DG66-1280-1140;DG02M;12;2021;1280-1140;1280;1140;хярхмю;хярхмю;+;кнфэ;;1280;1140;
1559;875;7;DG66-0680-1020K;DG02M;12;2021;0680-1020K;680;1020й;хярхмю;#гмюв!;кнфэ;кнфэ;;0680;1020K;
1560;876;8;DG66-1280-1220;DG02M;12;2021;1280-1220;1280;1220;хярхмю;хярхмю;+;кнфэ;;1280;1220;
1561;877;9;DG66-0120-0120;DG02M;12;2021;0120-0120;120;120;хярхмю;хярхмю;+;кнфэ;;0120;0120;
1562;878;10;DG66-0480-0360;DG02M;12;2021;0480-0360;480;360;хярхмю;хярхмю;+;кнфэ;;0480;0360;
1563;879;11;DG66-1280-1340;DG02M;12;2021;1280-1340;1280;1340;хярхмю;хярхмю;+;кнфэ;;1280;1340;
1564;880;12;DG66-0360-1400;DG02M;12;2021;0360-1400;360;1400;хярхмю;хярхмю;+;кнфэ;;0360;1400;
1565;881;13;DG66-0120-0440;DG02M;12;2021;0120-0440;120;440;хярхмю;хярхмю;+;кнфэ;;0120;0440;
1566;882;14;DG66-1300-1300;DG02M;12;2021;1300-1300;1300;1300;хярхмю;хярхмю;+;кнфэ;;1300;1300;
1567;883;15;DG66-1300-1280;DG02M;12;2021;1300-1280;1300;1280;хярхмю;хярхмю;+;кнфэ;;1300;1280;
1568;884;16;DG66-1480-0960;DG02M;12;2021;1480-0960;1480;960;хярхмю;хярхмю;+;кнфэ;;1480;0960;
1569;885;17;DG66-0100-0120;DG02M;12;2021;0100-0120;100;120;хярхмю;хярхмю;+;кнфэ;;0100;0120;
1570;886;18;DG66-1280-1040;DG02M;12;2021;1280-1040;1280;1040;хярхмю;хярхмю;+;кнфэ;;1280;1040;
1571;887;19;DG66-1280-0960;DG02M;12;2021;1280-0960;1280;960;хярхмю;хярхмю;+;кнфэ;;1280;0960;
1572;888;20;DG66-1260-1360;DG02M;12;2021;1260-1360;1260;1360;хярхмю;хярхмю;+;кнфэ;;1260;1360;
1573;889;21;DG66-0080-0080;DG02M;12;2021;0080-0080;80;80;хярхмю;хярхмю;+;кнфэ;;0080;0080;
1574;890;22;DG66-0680-1460;DG02M;12;2021;0680-1460;680;1460;хярхмю;хярхмю;+;кнфэ;;0680;1460;
1575;891;23;DG66-1300-1320;DG02M;12;2021;1300-1320;1300;1320;хярхмю;хярхмю;+;кнфэ;;1300;1320;
1576;892;24;DG66-1300-1100;DG02M;12;2021;1300-1100;1300;1100;хярхмю;хярхмю;+;кнфэ;;1300;1100;
1577;893;25;DG66-0080-0040;DG02M;12;2021;0080-0040;80;40;хярхмю;хярхмю;+;кнфэ;;0080;0040;
1578;894;26;DG66-0100-0160;DG02M;12;2021;0100-0160;100;160;хярхмю;хярхмю;+;кнфэ;;0100;0160;
1579;895;27;DG66-1300-1140;DG02M;12;2021;1300-1140;1300;1140;хярхмю;хярхмю;+;кнфэ;;1300;1140;
1580;896;28;DG66-1460-1040;DG02M;12;2021;1460-1040;1460;1040;хярхмю;хярхмю;+;кнфэ;;1460;1040;
1581;897;29;DG66-1300-1180;DG02M;12;2021;1300-1180;1300;1180;хярхмю;хярхмю;+;кнфэ;;1300;1180;
1582;898;30;DG66-1260-1320;DG02M;12;2021;1260-1320;1260;1320;хярхмю;хярхмю;+;кнфэ;;1260;1320;
1583;899;31;DG66-1260-1000;DG02M;12;2021;1260-1000;1260;1000;хярхмю;хярхмю;+;кнфэ;;1260;1000;
1584;900;32;DG66-1300-1080;DG02M;12;2021;1300-1080;1300;1080;хярхмю;хярхмю;+;кнфэ;;1300;1080;
1585;901;33;DG66-1300-1000;DG02M;12;2021;1300-1000;1300;1000;хярхмю;хярхмю;+;кнфэ;;1300;1000;
1586;902;34;DG66-1280-1100;DG02M;12;2021;1280-1100;1280;1100;хярхмю;хярхмю;+;кнфэ;;1280;1100;
1587;903;35;DG66-0680-1140K;DG02M;12;2021;0680-1140K;680;1140й;хярхмю;#гмюв!;кнфэ;кнфэ;;0680;1140K;
1588;904;36;DG66-0800-0740;DG02M;12;2021;0800-0740;800;740;хярхмю;хярхмю;+;кнфэ;;0800;0740;
1589;905;37;DG66-1280-1120;DG02M;12;2021;1280-1120;1280;1120;хярхмю;хярхмю;+;кнфэ;;1280;1120;
1590;906;38;DG66-1280-1080;DG02M;12;2021;1280-1080;1280;1080;хярхмю;хярхмю;+;кнфэ;;1280;1080;
1591;907;39;DG66-1280-1060;DG02M;12;2021;1280-1060;1280;1060;хярхмю;хярхмю;+;кнфэ;;1280;1060;
1592;908;40;DG66-1460-1000;DG02M;12;2021;1460-1000;1460;1000;хярхмю;хярхмю;+;кнфэ;;1460;1000;
1593;909;41;DG66-1300-1060;DG02M;12;2021;1300-1060;1300;1060;хярхмю;хярхмю;+;кнфэ;;1300;1060;
1594;910;42;DG66-1280-1280;DG02M;12;2021;1280-1280;1280;1280;хярхмю;хярхмю;+;кнфэ;;1280;1280;
1595;911;43;DG66-0680-1240;DG02M;12;2021;0680-1240;680;1240;хярхмю;хярхмю;+;кнфэ;;0680;1240;
1596;912;44;DG66-1300-1260;DG02M;12;2021;1300-1260;1300;1260;хярхмю;хярхмю;+;кнфэ;;1300;1260;
1597;913;45;DG66-0120-0160;DG02M;12;2021;0120-0160;120;160;хярхмю;хярхмю;+;кнфэ;;0120;0160;
1598;914;46;DG66-1260-0960;DG02M;12;2021;1260-0960;1260;960;хярхмю;хярхмю;+;кнфэ;;1260;0960;
1599;915;47;DG66-0680-1480;DG02M;12;2021;0680-1480;680;1480;хярхмю;хярхмю;+;кнфэ;;0680;1480;
1600;916;48;DG66-1300-1020K;DG02M;12;2021;1300-1020K;1300;1020й;хярхмю;#гмюв!;кнфэ;кнфэ;;1300;1020K;
1601;917;49;DG66-1280-1300;DG02M;12;2021;1280-1300;1280;1300;хярхмю;хярхмю;+;кнфэ;;1280;1300;
1602;918;50;DG66-0800-1440;DG02M;12;2021;0800-1440;800;1440;хярхмю;хярхмю;+;кнфэ;;0800;1440;
1603;919;1;DG66-0360-1140;DG02M;13;2021;0360-1140;360;1140;хярхмю;хярхмю;+;кнфэ;;0360;1140;
1604;920;2;DG66-1300-1380;DG02M;13;2021;1300-1380;1300;1380;хярхмю;хярхмю;+;кнфэ;;1300;1380;
1605;921;3;DG66-0120-0080;DG02M;13;2021;0120-0080;120;80;хярхмю;хярхмю;+;кнфэ;;0120;0080;
1606;922;4;DG66-1440-1040;DG02M;13;2021;1440-1040;1440;1040;хярхмю;хярхмю;+;кнфэ;;1440;1040;
1607;923;5;DG66-0360-0560;DG02M;13;2021;0360-0560;360;560;хярхмю;хярхмю;+;кнфэ;;0360;0560;
1608;924;6;DG66-0120-0100;DG02M;13;2021;0120-0100;120;100;хярхмю;хярхмю;+;кнфэ;;0120;0100;
1609;925;7;DG66-0780-1420;DG02M;13;2021;0780-1420;780;1420;хярхмю;хярхмю;+;кнфэ;;0780;1420;
1610;926;8;DG66-1280-1300K;DG02M;13;2021;1280-1300K;1280;1300й;хярхмю;#гмюв!;кнфэ;кнфэ;;1280;1300K;
1611;927;9;DG66-0800-1360;DG02M;13;2021;0800-1360;800;1360;хярхмю;хярхмю;+;кнфэ;;0800;1360;
1612;928;10;DG66-1240-1000;DG02M;13;2021;1240-1000;1240;1000;хярхмю;хярхмю;+;кнфэ;;1240;1000;
1613;929;11;DG66-0660-1240;DG02M;13;2021;0660-1240;660;1240;хярхмю;хярхмю;+;кнфэ;;0660;1240;
1614;930;12;DG66-0660-1480;DG02M;13;2021;0660-1480;660;1480;хярхмю;хярхмю;+;кнфэ;;0660;1480;
1615;931;13;DG66-0480-1180;DG02M;13;2021;0480-1180;480;1180;хярхмю;хярхмю;+;кнфэ;;0480;1180;
1616;932;14;DG66-0800-1320;DG02M;13;2021;0800-1320;800;1320;хярхмю;хярхмю;+;кнфэ;;0800;1320;
1617;933;15;DG66-1280-0980;DG02M;13;2021;1280-0980;1280;980;хярхмю;хярхмю;+;кнфэ;;1280;0980;
1618;934;16;DG66-0820-1460;DG02M;13;2021;0820-1460;820;1460;хярхмю;хярхмю;+;кнфэ;;0820;1460;
1619;935;17;DG66-0820-1340;DG02M;13;2021;0820-1340;820;1340;хярхмю;хярхмю;+;кнфэ;;0820;1340;
1620;936;18;DG66-0780-1380;DG02M;13;2021;0780-1380;780;1380;хярхмю;хярхмю;+;кнфэ;;0780;1380;
1621;937;19;DG66-0760-0860;DG02M;13;2021;0760-0860;760;860;хярхмю;хярхмю;+;кнфэ;;0760;0860;
1622;938;20;DG66-0460-1100;DG02M;13;2021;0460-1100;460;1100;хярхмю;хярхмю;+;кнфэ;;0460;1100;
1623;939;21;DG66-0680-1260;DG02M;13;2021;0680-1260;680;1260;хярхмю;хярхмю;+;кнфэ;;0680;1260;
1624;940;22;DG66-0780-0840;DG02M;13;2021;0780-0840;780;840;хярхмю;хярхмю;+;кнфэ;;0780;0840;
1625;941;23;DG66-0380-0520;DG02M;13;2021;0380-0520;380;520;хярхмю;хярхмю;+;кнфэ;;0380;0520;
1626;942;24;DG66-0820-0740;DG02M;13;2021;0820-0740;820;740;хярхмю;хярхмю;+;кнфэ;;0820;0740;
1627;943;25;DG66-0840-1380;DG02M;13;2021;0840-1380;840;1380;хярхмю;хярхмю;+;кнфэ;;0840;1380;
1628;944;26;DG66-0120-0200;DG02M;13;2021;0120-0200;120;200;хярхмю;хярхмю;+;кнфэ;;0120;0200;
1629;945;27;DG66-0100-0180;DG02M;13;2021;0100-0180;100;180;хярхмю;хярхмю;+;кнфэ;;0100;0180;
1630;946;28;DG66-0100-0100;DG02M;13;2021;0100-0100;100;100;хярхмю;хярхмю;+;кнфэ;;0100;0100;
1631;947;29;DG66-0460-1160;DG02M;13;2021;0460-1160;460;1160;хярхмю;хярхмю;+;кнфэ;;0460;1160;
1632;948;30;DG66-0680-1440;DG02M;13;2021;0680-1440;680;1440;хярхмю;хярхмю;+;кнфэ;;0680;1440;
1633;949;31;DG66-0680-1300;DG02M;13;2021;0680-1300;680;1300;хярхмю;хярхмю;+;кнфэ;;0680;1300;
1634;950;32;DG66-0800-1460;DG02M;13;2021;0800-1460;800;1460;хярхмю;хярхмю;+;кнфэ;;0800;1460;
1635;951;33;DG66-0100-0200;DG02M;13;2021;0100-0200;100;200;хярхмю;хярхмю;+;кнфэ;;0100;0200;
1636;952;34;DG66-0680-1380;DG02M;13;2021;0680-1380;680;1380;хярхмю;хярхмю;+;кнфэ;;0680;1380;
1637;953;35;DG66-0760-0800;DG02M;13;2021;0760-0800;760;800;хярхмю;хярхмю;+;кнфэ;;0760;0800;
1638;954;36;DG66-0120-0060;DG02M;13;2021;0120-0060;120;60;хярхмю;хярхмю;+;кнфэ;;0120;0060;
1639;955;37;DG66-0760-0920;DG02M;13;2021;0760-0920;760;920;хярхмю;хярхмю;+;кнфэ;;0760;0920;
1640;956;38;DG66-0780-0860;DG02M;13;2021;0780-0860;780;860;хярхмю;хярхмю;+;кнфэ;;0780;0860;
1641;957;39;DG66-0680-1340;DG02M;13;2021;0680-1340;680;1340;хярхмю;хярхмю;+;кнфэ;;0680;1340;
1642;958;40;DG66-0860-1460;DG02M;13;2021;0860-1460;860;1460;хярхмю;хярхмю;+;кнфэ;;0860;1460;
1643;959;41;DG66-0760-0820;DG02M;13;2021;0760-0820;760;820;хярхмю;хярхмю;+;кнфэ;;0760;0820;
1644;960;42;DG66-0780-0820;DG02M;13;2021;0780-0820;780;820;хярхмю;хярхмю;+;кнфэ;;0780;0820;
1645;961;43;DG66-0860-1420;DG02M;13;2021;0860-1420;860;1420;хярхмю;хярхмю;+;кнфэ;;0860;1420;
1646;962;44;DG66-0760-0840;DG02M;13;2021;0760-0840;760;840;хярхмю;хярхмю;+;кнфэ;;0760;0840;
1647;963;45;DG66-0140-1480;DG02M;13;2021;0140-1480;140;1480;хярхмю;хярхмю;+;кнфэ;;0140;1480;
1648;964;46;DG66-0100-1500;DG02M;13;2021;0100-1500;100;1500;хярхмю;хярхмю;+;кнфэ;;0100;1500;
1649;965;47;DG66-0080-1520;DG02M;13;2021;0080-1520;80;1520;хярхмю;хярхмю;+;кнфэ;;0080;1520;
1650;966;48;DG66-0060-1480;DG02M;13;2021;0060-1480;60;1480;хярхмю;хярхмю;+;кнфэ;;0060;1480;
1651;967;49;DG66-0140-1500;DG02M;13;2021;0140-1500;140;1500;хярхмю;хярхмю;+;кнфэ;;0140;1500;
1652;968;50;DG66-0160-1520;DG02M;13;2021;0160-1520;160;1520;хярхмю;хярхмю;+;кнфэ;;0160;1520;
2615;815;1;DG66-0500-0280;DG03M;14;2021;0500-0280;500;280;хярхмю;хярхмю;+;кнфэ;;0500;0280;
2616;816;2;DG66-0500-0360;DG03M;14;2021;0500-0360;500;360;хярхмю;хярхмю;+;кнфэ;;0500;0360;
2617;817;3;DG66-0500-0340;DG03M;14;2021;0500-0340;500;340;хярхмю;хярхмю;+;кнфэ;;0500;0340;
2618;818;4;DG66-0520-0600;DG03M;14;2021;0520-0600;520;600;хярхмю;хярхмю;+;кнфэ;;0520;0600;
2619;819;5;DG66-0260-0160;DG03M;14;2021;0260-0160;260;160;хярхмю;хярхмю;+;кнфэ;;0260;0160;
2620;820;6;DG66-0940-0460;DG03M;14;2021;0940-0460;940;460;хярхмю;хярхмю;+;кнфэ;;0940;0460;
2621;821;7;DG66-0520-0380;DG03M;14;2021;0520-0380;520;380;хярхмю;хярхмю;+;кнфэ;;0520;0380;
2622;822;8;DG66-0280-0400;DG03M;14;2021;0280-0400;280;400;хярхмю;хярхмю;+;кнфэ;;0280;0400;
2623;823;9;DG66-0280-0280;DG03M;14;2021;0280-0280;280;280;хярхмю;хярхмю;+;кнфэ;;0280;0280;
2624;824;10;DG66-0960-0460;DG03M;14;2021;0960-0460;960;460;хярхмю;хярхмю;+;кнфэ;;0960;0460;
2625;825;11;DG66-0500-0240;DG03M;14;2021;0500-0240;500;240;хярхмю;хярхмю;+;кнфэ;;0500;0240;
2626;826;12;DG66-0520-0340;DG03M;14;2021;0520-0340;520;340;хярхмю;хярхмю;+;кнфэ;;0520;0340;
2627;827;13;DG66-0980-0460;DG03M;14;2021;0980-0460;980;460;хярхмю;хярхмю;+;кнфэ;;0980;0460;
2628;828;14;DG66-0500-0620;DG03M;14;2021;0500-0620;500;620;хярхмю;хярхмю;+;кнфэ;;0500;0620;
2629;829;15;DG66-0520-0400;DG03M;14;2021;0520-0400;520;400;хярхмю;хярхмю;+;кнфэ;;0520;0400;
2630;830;16;DG66-0520-0320;DG03M;14;2021;0520-0320;520;320;хярхмю;хярхмю;+;кнфэ;;0520;0320;
2631;831;17;DG66-0500-0600;DG03M;14;2021;0500-0600;500;600;хярхмю;хярхмю;+;кнфэ;;0500;0600;
2632;832;18;DG66-0300-0460;DG03M;14;2021;0300-0460;300;460;хярхмю;хярхмю;+;кнфэ;;0300;0460;
2633;833;19;DG66-0260-0360;DG03M;14;2021;0260-0360;260;360;хярхмю;хярхмю;+;кнфэ;;0260;0360;
2634;834;20;DG66-0260-0480;DG03M;14;2021;0260-0480;260;480;хярхмю;хярхмю;+;кнфэ;;0260;0480;
2635;835;21;DG66-0500-0640;DG03M;14;2021;0500-0640;500;640;хярхмю;хярхмю;+;кнфэ;;0500;0640;
2636;836;22;DG66-0520-0360;DG03M;14;2021;0520-0360;520;360;хярхмю;хярхмю;+;кнфэ;;0520;0360;
2637;837;23;DG66-0980-0420;DG03M;14;2021;0980-0420;980;420;хярхмю;хярхмю;+;кнфэ;;0980;0420;
2638;838;24;DG66-0940-0420;DG03M;14;2021;0940-0420;940;420;хярхмю;хярхмю;+;кнфэ;;0940;0420;
2639;839;25;DG66-0520-0260;DG03M;14;2021;0520-0260;520;260;хярхмю;хярхмю;+;кнфэ;;0520;0260;
2640;840;26;DG66-0520-0620;DG03M;14;2021;0520-0620;520;620;хярхмю;хярхмю;+;кнфэ;;0520;0620;
2641;841;27;DG66-0500-0380;DG03M;14;2021;0500-0380;500;380;хярхмю;хярхмю;+;кнфэ;;0500;0380;
2642;842;28;DG66-0500-0300;DG03M;14;2021;0500-0300;500;300;хярхмю;хярхмю;+;кнфэ;;0500;0300;
2643;843;29;DG66-0520-0640;DG03M;14;2021;0520-0640;520;640;хярхмю;хярхмю;+;кнфэ;;0520;0640;
2644;844;30;DG66-0980-0440;DG03M;14;2021;0980-0440;980;440;хярхмю;хярхмю;+;кнфэ;;0980;0440;
2645;845;31;DG66-0260-0400;DG03M;14;2021;0260-0400;260;400;хярхмю;хярхмю;+;кнфэ;;0260;0400;
2646;846;32;DG66-0280-0320;DG03M;14;2021;0280-0320;280;320;хярхмю;хярхмю;+;кнфэ;;0280;0320;
