NN;nnNZ;nnSample;Sample;NZ_id;йНПНАЙЮ;цНД;йНД;оп;ой;йПЮР_оп;йПЮР_ой;<1520;дСАКЭ;кХВ. йНД;оп2;ой2;
3552;490;24;DG66-1180-0760;DG04M;23;2021;1180-0760;1180;760;хярхмю;хярхмю;+;кнфэ;гю;1180;0760;
3553;491;25;DG66-1200-0780;DG04M;23;2021;1200-0780;1200;780;хярхмю;хярхмю;+;кнфэ;гю;1200;0780;
3554;492;26;DG66-0360-0600;DG04M;23;2021;0360-0600;360;600;хярхмю;хярхмю;+;кнфэ;цп906;0360;0600;
3555;493;27;DG66-1200-0680;DG04M;23;2021;1200-0680;1200;680;хярхмю;хярхмю;+;кнфэ;гю;1200;0680;
3556;494;28;DG66-1200-0600;DG04M;23;2021;1200-0600;1200;600;хярхмю;хярхмю;+;кнфэ;гю;1200;0600;
3557;495;29;DG66-0340-0700;DG04M;23;2021;0340-0700;340;700;хярхмю;хярхмю;+;кнфэ;цп917;0340;0700;
3558;496;30;DG66-1220-0520;DG04M;23;2021;1220-0520;1220;520;хярхмю;хярхмю;+;кнфэ;йб830;1220;0520;
3559;497;31;DG66-1220-0480;DG04M;23;2021;1220-0480;1220;480;хярхмю;хярхмю;+;кнфэ;йб832;1220;0480;
3560;498;32;DG66-1240-0480;DG04M;23;2021;1240-0480;1240;480;хярхмю;хярхмю;+;кнфэ;йб839;1240;0480;
3561;499;33;DG66-0360-0720;DG04M;23;2021;0360-0720;360;720;хярхмю;хярхмю;+;кнфэ;цп918;0360;0720;
3562;500;34;DG66-1180-0560;DG04M;23;2021;1180-0560;1180;560;хярхмю;хярхмю;+;кнфэ;гю;1180;0560;
3563;501;35;DG66-1220-0540;DG04M;23;2021;1220-0540;1220;540;хярхмю;хярхмю;+;кнфэ;йб829;1220;0540;
3564;502;36;DG66-1180-0580;DG04M;23;2021;1180-0580;1180;580;хярхмю;хярхмю;+;кнфэ;гю;1180;0580;
3565;503;37;DG66-0360-0700;DG04M;23;2021;0360-0700;360;700;хярхмю;хярхмю;+;кнфэ;цп915;0360;0700;
3566;504;38;DG66-1180-0660;DG04M;23;2021;1180-0660;1180;660;хярхмю;хярхмю;+;кнфэ;гю;1180;0660;
3567;505;39;DG66-0380-0820;DG04M;23;2021;0380-0820;380;820;хярхмю;хярхмю;+;кнфэ;цп891;0380;0820;
3568;506;40;DG66-1220-0660;DG04M;23;2021;1220-0660;1220;660;хярхмю;хярхмю;+;кнфэ;йб823;1220;0660;
3569;507;41;DG66-1180-0600;DG04M;23;2021;1180-0600;1180;600;хярхмю;хярхмю;+;кнфэ;гю;1180;0600;
3570;508;42;DG66-1220-0720;DG04M;23;2021;1220-0720;1220;720;хярхмю;хярхмю;+;кнфэ;йб820;1220;0720;
3571;509;43;DG66-1220-0760;DG04M;23;2021;1220-0760;1220;760;хярхмю;хярхмю;+;кнфэ;йб818;1220;0760;
3572;510;44;DG66-0460-0740;DG04M;23;2021;0460-0740;460;740;хярхмю;хярхмю;+;кнфэ;дю958;0460;0740;
3573;511;45;DG66-1240-0580;DG04M;23;2021;1240-0580;1240;580;хярхмю;хярхмю;+;кнфэ;йб844;1240;0580;
3574;512;46;DG66-0700-1440;DG04M;23;2021;0700-1440;700;1440;хярхмю;хярхмю;+;кнфэ;йб;0700;1440;
3575;513;47;DG66-1280-0920;DG04M;23;2021;1280-0920;1280;920;хярхмю;хярхмю;+;кнфэ;цп;1280;0920;
3576;514;48;DG66-0620-0460;DG04M;23;2021;0620-0460;620;460;хярхмю;хярхмю;+;кнфэ;цп;0620;0460;
3577;515;49;DG66-0540-0560;DG04M;23;2021;0540-0560;540;560;хярхмю;хярхмю;+;кнфэ;дю;0540;0560;
3578;516;50;DG66-1340-0840;DG04M;23;2021;1340-0840;1340;840;хярхмю;хярхмю;+;кнфэ;дю;1340;0840;
3579;517;1;DG66-1520-0840;DG04M;24;2021;1520-0840;1520;840;хярхмю;хярхмю;+;кнфэ;лл;1520;0840;
3580;518;2;DG66-1200-0540;DG04M;24;2021;1200-0540;1200;540;хярхмю;хярхмю;+;кнфэ;гю;1200;0540;
3581;519;3;DG66-0560-0600;DG04M;24;2021;0560-0600;560;600;хярхмю;хярхмю;+;кнфэ;дю;0560;0600;
3582;520;4;DG66-0560-0580;DG04M;24;2021;0560-0580;560;580;хярхмю;хярхмю;+;кнфэ;дю;0560;0580;
3583;521;5;DG66-1240-0780;DG04M;24;2021;1240-0780;1240;780;хярхмю;хярхмю;+;кнфэ;йб854;1240;0780;
3584;522;6;DG66-1220-0740;DG04M;24;2021;1220-0740;1220;740;хярхмю;хярхмю;+;кнфэ;йб819;1220;0740;
3585;523;7;DG66-1240-0640;DG04M;24;2021;1240-0640;1240;640;хярхмю;хярхмю;+;кнфэ;йб847;1240;0640;
3586;524;8;DG66-0380-0780;DG04M;24;2021;0380-0780;380;780;хярхмю;хярхмю;+;кнфэ;цп893;0380;0780;
3587;525;9;DG66-1240-0660;DG04M;24;2021;1240-0660;1240;660;хярхмю;хярхмю;+;кнфэ;йб848;1240;0660;
3588;526;10;DG66-0380-0800;DG04M;24;2021;0380-0800;380;800;хярхмю;хярхмю;+;кнфэ;цп892;0380;0800;
3589;527;11;DG66-0640-0440;DG04M;24;2021;0640-0440;640;440;хярхмю;хярхмю;+;кнфэ;цп;0640;0440;
3590;528;12;DG66-1240-0700;DG04M;24;2021;1240-0700;1240;700;хярхмю;хярхмю;+;кнфэ;йб850;1240;0700;
3591;529;13;DG66-1220-0560;DG04M;24;2021;1220-0560;1220;560;хярхмю;хярхмю;+;кнфэ;йб828;1220;0560;
3592;530;14;DG66-0440-0760;DG04M;24;2021;0440-0760;440;760;хярхмю;хярхмю;+;кнфэ;дю971;0440;0760;
3593;531;15;DG66-1220-0700;DG04M;24;2021;1220-0700;1220;700;хярхмю;хярхмю;+;кнфэ;йб821;1220;0700;
3594;532;16;DG66-0480-0640;DG04M;24;2021;0480-0640;480;640;хярхмю;хярхмю;+;кнфэ;дю950;0480;0640;
3595;533;17;DG66-1240-0500;DG04M;24;2021;1240-0500;1240;500;хярхмю;хярхмю;+;кнфэ;йб840;1240;0500;
3596;534;18;DG66-1220-0500;DG04M;24;2021;1220-0500;1220;500;хярхмю;хярхмю;+;кнфэ;йб831;1220;0500;
3597;535;19;DG66-1220-0600;DG04M;24;2021;1220-0600;1220;600;хярхмю;хярхмю;+;кнфэ;йб826;1220;0600;
3598;536;20;DG66-1240-0460;DG04M;24;2021;1240-0460;1240;460;хярхмю;хярхмю;+;кнфэ;йб838;1240;0460;
3599;537;21;DG66-0380-0660;DG04M;24;2021;0380-0660;380;660;хярхмю;хярхмю;+;кнфэ;цп899;0380;0660;
3600;538;22;DG66-1220-0640;DG04M;24;2021;1220-0640;1220;640;хярхмю;хярхмю;+;кнфэ;йб834;1220;0640;
3601;539;23;DG66-0460-0760;DG04M;24;2021;0460-0760;460;760;хярхмю;хярхмю;+;кнфэ;дю957;0460;0760;
3602;540;24;DG66-1240-0540;DG04M;24;2021;1240-0540;1240;540;хярхмю;хярхмю;+;кнфэ;йб842;1240;0540;
3603;541;25;DG66-0340-0680;DG04M;24;2021;0340-0680;340;680;хярхмю;хярхмю;+;кнфэ;цп913;0340;0680;
3604;542;26;DG66-1220-0460;DG04M;24;2021;1220-0460;1220;460;хярхмю;хярхмю;+;кнфэ;йб833;1220;0460;
3605;543;27;DG66-0440-0720;DG04M;24;2021;0440-0720;440;720;хярхмю;хярхмю;+;кнфэ;дю969;0440;0720;
3606;544;28;DG66-1240-0600;DG04M;24;2021;1240-0600;1240;600;хярхмю;хярхмю;+;кнфэ;йб845;1240;0600;
3607;545;29;DG66-1240-0440;DG04M;24;2021;1240-0440;1240;440;хярхмю;хярхмю;+;кнфэ;йб837;1240;0440;
3608;546;30;DG66-0440-0740;DG04M;24;2021;0440-0740;440;740;хярхмю;хярхмю;+;кнфэ;дю970;0440;0740;
3609;547;31;DG66-1240-0740;DG04M;24;2021;1240-0740;1240;740;хярхмю;хярхмю;+;кнфэ;йб852;1240;0740;
3610;548;32;DG66-0380-0720;DG04M;24;2021;0380-0720;380;720;хярхмю;хярхмю;+;кнфэ;цп846;0380;0720;
3611;549;33;DG66-1220-0620;DG04M;24;2021;1220-0620;1220;620;хярхмю;хярхмю;+;кнфэ;йб825;1220;0620;
3612;550;34;DG66-0360-0820;DG04M;24;2021;0360-0820;360;820;хярхмю;хярхмю;+;кнфэ;цп927;0360;0820;
3613;551;35;DG66-1220-0580;DG04M;24;2021;1220-0580;1220;580;хярхмю;хярхмю;+;кнфэ;йб827;1220;0580;
3614;552;36;DG66-0320-0500;DG04M;24;2021;0320-0500;320;500;хярхмю;хярхмю;+;кнфэ;гю;0320;0500;
3615;553;37;DG66-1240-0420;DG04M;24;2021;1240-0420;1240;420;хярхмю;хярхмю;+;кнфэ;йб836;1240;0420;
3616;554;38;DG66-1220-0440;DG04M;24;2021;1220-0440;1220;440;хярхмю;хярхмю;+;кнфэ;йб834;1220;0440;
3617;555;39;DG66-1240-0560;DG04M;24;2021;1240-0560;1240;560;хярхмю;хярхмю;+;кнфэ;йб843;1240;0560;
3618;556;40;DG66-1240-0720;DG04M;24;2021;1240-0720;1240;720;хярхмю;хярхмю;+;кнфэ;йб851;1240;0720;
3619;557;41;DG66-1240-0680;DG04M;24;2021;1240-0680;1240;680;хярхмю;хярхмю;+;кнфэ;йб849;1240;0680;
3620;558;42;DG66-1220-0680;DG04M;24;2021;1220-0680;1220;680;хярхмю;хярхмю;+;кнфэ;йб822;1220;0680;
3621;559;43;DG66-1240-0760;DG04M;24;2021;1240-0760;1240;760;хярхмю;хярхмю;+;кнфэ;йб853;1240;0760;
3622;560;44;DG66-0360-0740;DG04M;24;2021;0360-0740;360;740;хярхмю;хярхмю;+;кнфэ;цп919;0360;0740;
3623;561;45;DG66-0360-0620;DG04M;24;2021;0360-0620;360;620;хярхмю;хярхмю;+;кнфэ;цп907;0360;0620;
3624;562;46;DG66-0380-0640;DG04M;24;2021;0380-0640;380;640;хярхмю;хярхмю;+;кнфэ;цп900;0380;0640;
3625;563;47;DG66-0340-0740;DG04M;24;2021;0340-0740;340;740;хярхмю;хярхмю;+;кнфэ;цп920;0340;0740;
3626;564;48;DG66-0360-0800;DG04M;24;2021;0360-0800;360;800;хярхмю;хярхмю;+;кнфэ;цп926;0360;0800;
3627;565;49;DG66-0480-0720;DG04M;24;2021;0480-0720;480;720;хярхмю;хярхмю;+;кнфэ;дю954;0480;0720;
3628;566;50;DG66-0360-0760;DG04M;24;2021;0360-0760;360;760;хярхмю;хярхмю;+;кнфэ;цп922;0360;0760;
3851;789;1;DG66-1300-0560;DG04M;25;2021;1300-0560;1300;560;хярхмю;хярхмю;+;кнфэ;дю998;1300;0560;
3852;790;2;DG66-1300-0480;DG04M;25;2021;1300-0480;1300;480;хярхмю;хярхмю;+;кнфэ;дю994;1300;0480;
3853;791;3;DG66-1320-0520;DG04M;25;2021;1320-0520;1320;520;хярхмю;хярхмю;+;кнфэ;дю987;1320;0520;
3854;792;4;DG66-1320-0560;DG04M;25;2021;1320-0560;1320;560;хярхмю;хярхмю;+;кнфэ;дю985;1320;0560;
3855;793;5;DG66-1300-0500;DG04M;25;2021;1300-0500;1300;500;хярхмю;хярхмю;+;кнфэ;дю995;1300;0500;
3856;794;6;DG66-1300-0540;DG04M;25;2021;1300-0540;1300;540;хярхмю;хярхмю;+;кнфэ;дю997;1300;0540;
3857;795;7;DG66-1320-0540;DG04M;25;2021;1320-0540;1320;540;хярхмю;хярхмю;+;кнфэ;дю986;1320;0540;
3858;796;8;DG66-1280-0780;DG04M;25;2021;1280-0780;1280;780;хярхмю;хярхмю;+;кнфэ;цп964;1280;0780;
3859;797;9;DG66-1260-0520;DG04M;25;2021;1260-0520;1260;520;хярхмю;хярхмю;+;кнфэ;цп941;1260;0520;
3860;798;10;DG66-1260-0460;DG04M;25;2021;1260-0460;1260;460;хярхмю;хярхмю;+;кнфэ;цп944;1260;0460;
3861;799;11;DG66-1320-0580;DG04M;25;2021;1320-0580;1320;580;хярхмю;хярхмю;+;кнфэ;дю984;1320;0580;
3862;800;12;DG66-1260-0600;DG04M;25;2021;1260-0600;1260;600;хярхмю;хярхмю;+;кнфэ;цп937;1260;0600;
3863;801;13;DG66-1260-0440;DG04M;25;2021;1260-0440;1260;440;хярхмю;хярхмю;+;кнфэ;цп945;1260;0440;
3864;802;14;DG66-1260-0480;DG04M;25;2021;1260-0480;1260;480;хярхмю;хярхмю;+;кнфэ;цп943;1260;0480;
3865;803;15;DG66-1280-0660;DG04M;25;2021;1280-0660;1280;660;хярхмю;хярхмю;+;кнфэ;цп958;1280;0660;
3866;804;16;DG66-1300-0520;DG04M;25;2021;1300-0520;1300;520;хярхмю;хярхмю;+;кнфэ;дю996;1300;0520;
3867;805;17;DG66-1260-0500;DG04M;25;2021;1260-0500;1260;500;хярхмю;хярхмю;+;кнфэ;цп942;1260;0500;
3868;806;18;DG66-1280-0720;DG04M;25;2021;1280-0720;1280;720;хярхмю;хярхмю;+;кнфэ;цп961;1280;0720;
3869;807;19;DG66-1280-0760;DG04M;25;2021;1280-0760;1280;760;хярхмю;хярхмю;+;кнфэ;цп963;1280;0760;
3870;808;20;DG66-1260-0660;DG04M;25;2021;1260-0660;1260;660;хярхмю;хярхмю;+;кнфэ;цп934;1260;0660;
3871;809;21;DG66-1260-0560;DG04M;25;2021;1260-0560;1260;560;хярхмю;хярхмю;+;кнфэ;цп939;1260;0560;
3872;810;22;DG66-1320-0500;DG04M;25;2021;1320-0500;1320;500;хярхмю;хярхмю;+;кнфэ;дю988;1320;0500;
3873;811;23;DG66-1280-0600;DG04M;25;2021;1280-0600;1280;600;хярхмю;хярхмю;+;кнфэ;цп955;1280;0600;
3874;812;24;DG66-1280-0680;DG04M;25;2021;1280-0680;1280;680;хярхмю;хярхмю;+;кнфэ;цп959;1280;0680;
3875;813;25;DG66-1280-0740;DG04M;25;2021;1280-0740;1280;740;хярхмю;хярхмю;+;кнфэ;цп962;1280;0740;
3876;814;26;DG66-1260-0580;DG04M;25;2021;1260-0580;1260;580;хярхмю;хярхмю;+;кнфэ;цп938;1260;0580;
3877;815;27;DG66-1260-0700;DG04M;25;2021;1260-0700;1260;700;хярхмю;хярхмю;+;кнфэ;цп932;1260;0700;
3878;816;28;DG66-1280-0560;DG04M;25;2021;1280-0560;1280;560;хярхмю;хярхмю;+;кнфэ;цп953;1280;0560;
3879;817;29;DG66-1260-0720;DG04M;25;2021;1260-0720;1260;720;хярхмю;хярхмю;+;кнфэ;цп921;1260;0720;
3880;818;30;DG66-1280-0640;DG04M;25;2021;1280-0640;1280;640;хярхмю;хярхмю;+;кнфэ;цп957;1280;0640;
3881;819;31;DG66-1280-0620;DG04M;25;2021;1280-0620;1280;620;хярхмю;хярхмю;+;кнфэ;цп956;1280;0620;
3882;820;32;DG66-0360-0580;DG04M;25;2021;0360-0580;360;580;хярхмю;хярхмю;+;кнфэ;цп904;0360;0580;
3883;821;33;DG66-1260-0740;DG04M;25;2021;1260-0740;1260;740;хярхмю;хярхмю;+;кнфэ;цп931;1260;0740;
3884;822;34;DG66-0320-0720;DG04M;25;2021;0320-0720;320;720;хярхмю;хярхмю;+;кнфэ;гю;0320;0720;
3885;823;35;DG66-1280-0480;DG04M;25;2021;1280-0480;1280;480;хярхмю;хярхмю;+;кнфэ;цп949;1280;0480;
3886;824;36;DG66-0520-0660;DG04M;25;2021;0520-0660;520;660;хярхмю;хярхмю;+;кнфэ;дю944;0520;0660;
3887;825;37;DG66-1260-0540;DG04M;25;2021;1260-0540;1260;540;хярхмю;хярхмю;+;кнфэ;цп940;1260;0540;
3888;826;38;DG66-0300-0720;DG04M;25;2021;0300-0720;300;720;хярхмю;хярхмю;+;кнфэ;гю;0300;0720;
3889;827;39;DG66-1260-0620;DG04M;25;2021;1260-0620;1260;620;хярхмю;хярхмю;+;кнфэ;цп936;1260;0620;
3890;828;40;DG66-0340-0660;DG04M;25;2021;0340-0660;340;660;хярхмю;хярхмю;+;кнфэ;цп911;0340;0660;
3891;829;41;DG66-1300-0580;DG04M;25;2021;1300-0580;1300;580;хярхмю;хярхмю;+;кнфэ;дю999;1300;0580;
3892;830;42;DG66-0360-0640;DG04M;25;2021;0360-0640;360;640;хярхмю;хярхмю;+;кнфэ;цп908;0360;0640;
3893;831;43;DG66-0440-0700K;DG04M;25;2021;0440-0700K;440;0700K;хярхмю;#гмюв!;кнфэ;кнфэ;дю;0440;0700K;
3894;832;44;DG66-1300-0620;DG04M;25;2021;1300-0620;1300;620;хярхмю;хярхмю;+;кнфэ;дю1001;1300;0620;
3895;833;45;DG66-0460-0660;DG04M;25;2021;0460-0660;460;660;хярхмю;хярхмю;+;кнфэ;дю962;0460;0660;
3896;834;46;DG66-1300-0460;DG04M;25;2021;1300-0460;1300;460;хярхмю;хярхмю;+;кнфэ;дю993;1300;0460;
3897;835;47;DG66-0320-0680;DG04M;25;2021;0320-0680;320;680;хярхмю;хярхмю;+;кнфэ;гю;0320;0680;
3898;836;48;DG66-1300-0760;DG04M;25;2021;1300-0760;1300;760;хярхмю;хярхмю;+;кнфэ;дю1008;1300;0760;
3899;837;49;DG66-1320-0480;DG04M;25;2021;1320-0480;1320;480;хярхмю;хярхмю;+;кнфэ;дю989;1320;0480;
3900;838;50;DG66-0360-0680;DG04M;25;2021;0360-0680;360;680;хярхмю;хярхмю;+;кнфэ;цп912;0360;0680;
3901;839;1;DG66-1380-0860;DG04M;26;2021;1380-0860;1380;860;хярхмю;хярхмю;+;кнфэ;дю;1380;0860;
3902;840;2;DG66-0700-1400;DG04M;26;2021;0700-1400;700;1400;хярхмю;хярхмю;+;кнфэ;йб665;0700;1400;
3903;841;3;DG66-0860-0640;DG04M;26;2021;0860-0640;860;640;хярхмю;хярхмю;+;кнфэ;лл297;0860;0640;
3904;842;4;DG66-1360-0860;DG04M;26;2021;1360-0860;1360;860;хярхмю;хярхмю;+;кнфэ;дю;1360;0860;
3905;843;5;DG66-1560-0760;DG04M;26;2021;1560-0760;1560;760;хярхмю;хярхмю;+;кнфэ;цп;1560;0760;
3906;844;6;DG66-0860-0720;DG04M;26;2021;0860-0720;860;720;хярхмю;хярхмю;+;кнфэ;лл293;0860;0720;
3907;845;7;DG66-1160-0800;DG04M;26;2021;1160-0800;1160;800;хярхмю;хярхмю;+;кнфэ;дю;1160;0800;
3908;846;8;DG66-0900-0500;DG04M;26;2021;0900-0500;900;500;хярхмю;хярхмю;+;кнфэ;цп;0900;0500;
3909;847;9;DG66-0740-1440;DG04M;26;2021;0740-1440;740;1440;хярхмю;хярхмю;+;кнфэ;йб;0740;1440;
3910;848;10;DG66-0860-0600;DG04M;26;2021;0860-0600;860;600;хярхмю;хярхмю;+;кнфэ;лл299;0860;0600;
3911;849;11;DG66-0720-1460;DG04M;26;2021;0720-1460;720;1460;хярхмю;хярхмю;+;кнфэ;йб671;0720;1460;
3912;850;12;DG66-0860-0580;DG04M;26;2021;0860-0580;860;580;хярхмю;хярхмю;+;кнфэ;лл300;0860;0580;
3913;851;13;DG66-0760-1420;DG04M;26;2021;0760-1420;760;1420;хярхмю;хярхмю;+;кнфэ;йб681;0760;1420;
3914;852;14;DG66-0740-1160;DG04M;26;2021;0740-1160;740;1160;хярхмю;хярхмю;+;кнфэ;йб700;0740;1160;
3915;853;15;DG66-0760-1400;DG04M;26;2021;0760-1400;760;1400;хярхмю;хярхмю;+;кнфэ;йб678;0760;1400;
3916;854;16;DG66-1220-0800;DG04M;26;2021;1220-0800;1220;800;хярхмю;хярхмю;+;кнфэ;дю881;1220;0800;
3917;855;17;DG66-0720-1420;DG04M;26;2021;0720-1420;720;1420;хярхмю;хярхмю;+;кнфэ;йб673;0720;1420;
3918;856;18;DG66-1160-0840;DG04M;26;2021;1160-0840;1160;840;хярхмю;хярхмю;+;кнфэ;йб744;1160;0840;
3919;857;19;DG66-0720-1400;DG04M;26;2021;0720-1400;720;1400;хярхмю;хярхмю;+;кнфэ;йб674;0720;1400;
3920;858;20;DG66-0760-1380;DG04M;26;2021;0760-1380;760;1380;хярхмю;хярхмю;+;кнфэ;йб677;0760;1380;
3921;859;21;DG66-1180-0820;DG04M;26;2021;1180-0820;1180;820;хярхмю;хярхмю;+;кнфэ;дю888;1180;0820;
3922;860;22;DG66-0760-1420K;DG04M;26;2021;0760-1420K;760;1420K;хярхмю;#гмюв!;кнфэ;кнфэ;йб681;0760;1420K;
3923;861;23;DG66-0860-0800;DG04M;26;2021;0860-0800;860;800;хярхмю;хярхмю;+;кнфэ;дю863;0860;0800;
3924;862;24;DG66-0740-1400;DG04M;26;2021;0740-1400;740;1400;хярхмю;хярхмю;+;кнфэ;йб679;0740;1400;
3925;863;25;DG66-0920-0480;DG04M;26;2021;0920-0480;920;480;хярхмю;хярхмю;+;кнфэ;цп824;0920;0480;
3926;864;26;DG66-0720-1380K;DG04M;26;2021;0720-1380K;720;1380K;хярхмю;#гмюв!;кнфэ;кнфэ;йб675;0720;1380K;
3927;865;27;DG66-0920-0460;DG04M;26;2021;0920-0460;920;460;хярхмю;хярхмю;+;кнфэ;йб825;0920;0460;
3928;866;28;DG66-0720-1440;DG04M;26;2021;0720-1440;720;1440;хярхмю;хярхмю;+;кнфэ;йб672;0720;1440;
3929;867;29;DG66-1160-0780;DG04M;26;2021;1160-0780;1160;780;хярхмю;хярхмю;+;кнфэ;лл388;1160;0780;
3930;868;30;DG66-0740-1180;DG04M;26;2021;0740-1180;740;1180;хярхмю;хярхмю;+;кнфэ;йб703;0740;1180;
3931;869;31;DG66-0900-0460;DG04M;26;2021;0900-0460;900;460;хярхмю;хярхмю;+;кнфэ;цп832;0900;0460;
3932;870;32;DG66-0720-1160;DG04M;26;2021;0720-1160;720;1160;хярхмю;хярхмю;+;кнфэ;йб701;0720;1160;
3933;871;33;DG66-0880-0580;DG04M;26;2021;0880-0580;880;580;хярхмю;хярхмю;+;кнфэ;лл319;0880;0580;
3934;872;34;DG66-0720-1180;DG04M;26;2021;0720-1180;720;1180;хярхмю;хярхмю;+;кнфэ;йб702;0720;1180;
3935;873;35;DG66-0920-0440;DG04M;26;2021;0920-0440;920;440;хярхмю;хярхмю;+;кнфэ;цп826;0920;0440;
3936;874;36;DG66-0860-0740;DG04M;26;2021;0860-0740;860;740;хярхмю;хярхмю;+;кнфэ;лл292;0860;0740;
3937;875;37;DG66-1160-0820;DG04M;26;2021;1160-0820;1160;820;хярхмю;хярхмю;+;кнфэ;дю889;1160;0820;
3938;876;38;DG66-1240-0840;DG04M;26;2021;1240-0840;1240;840;хярхмю;хярхмю;+;кнфэ;йб740;1240;0840;
3939;877;39;DG66-0120-0760;DG04M;26;2021;0120-0760;120;760;хярхмю;хярхмю;+;кнфэ;дю;0120;0760;
3940;878;40;DG66-0880-0640;DG04M;26;2021;0880-0640;880;640;хярхмю;хярхмю;+;кнфэ;лл;0880;0640;
3941;879;41;DG66-0100-0760;DG04M;26;2021;0100-0760;100;760;хярхмю;хярхмю;+;кнфэ;дю928;0100;0760;
3942;880;42;DG66-0860-0760;DG04M;26;2021;0860-0760;860;760;хярхмю;хярхмю;+;кнфэ;лл291;0860;0760;
3943;881;43;DG66-0840-0800;DG04M;26;2021;0840-0800;840;800;хярхмю;хярхмю;+;кнфэ;дю862;0840;0800;
3944;882;44;DG66-1220-0860;DG04M;26;2021;1220-0860;1220;860;хярхмю;хярхмю;+;кнфэ;йб738;1220;0860;
3945;883;45;DG66-1200-0860;DG04M;26;2021;1200-0860;1200;860;хярхмю;хярхмю;+;кнфэ;йб737;1200;0860;
3946;884;46;DG66-1240-0800;DG04M;26;2021;1240-0800;1240;800;хярхмю;хярхмю;+;кнфэ;дю882;1240;0800;
3947;885;47;DG66-0700-1380;DG04M;26;2021;0700-1380;700;1380;хярхмю;хярхмю;+;кнфэ;йб664;0700;1380;
3948;886;48;DG66-0860-0500;DG04M;26;2021;0860-0500;860;500;хярхмю;хярхмю;+;кнфэ;лл304;0860;0500;
3949;887;49;DG66-0900-0480;DG04M;26;2021;0900-0480;900;480;хярхмю;хярхмю;+;кнфэ;цп833;0900;0480;
3950;888;50;DG66-0720-1440K;DG04M;26;2021;0720-1440K;720;1440K;хярхмю;#гмюв!;кнфэ;кнфэ;йб672;0720;1440K;
3951;889;1;DG66-0860-0660;DG04M;27;2021;0860-0660;860;660;хярхмю;хярхмю;+;кнфэ;лл296;0860;0660;
3952;890;2;DG66-1000-0420;DG04M;27;2021;1000-0420;1000;420;хярхмю;хярхмю;+;кнфэ;гю;1000;0420;
3953;891;3;DG66-0840-0840;DG04M;27;2021;0840-0840;840;840;хярхмю;хярхмю;+;кнфэ;йб718;0840;0840;
3954;892;4;DG66-0880-0680;DG04M;27;2021;0880-0680;880;680;хярхмю;хярхмю;+;кнфэ;лл324;0880;0680;
3955;893;5;DG66-1240-0860;DG04M;27;2021;1240-0860;1240;860;хярхмю;хярхмю;+;кнфэ;йб739;1240;0860;
3956;894;6;DG66-0860-0540;DG04M;27;2021;0860-0540;860;540;хярхмю;хярхмю;+;кнфэ;лл302;0860;0540;
3957;895;7;DG66-0880-0620;DG04M;27;2021;0880-0320;880;620;хярхмю;хярхмю;+;кнфэ;лл321;0880;0620;
3958;896;8;DG66-0120-0780;DG04M;27;2021;0120-0780;120;780;хярхмю;хярхмю;+;кнфэ;дю;0120;0780;
3959;897;9;DG66-0880-0780;DG04M;27;2021;0880-0780;880;780;хярхмю;хярхмю;+;кнфэ;лл329;0880;0780;
3960;898;10;DG66-0880-0600;DG04M;27;2021;0880-0600;880;600;хярхмю;хярхмю;+;кнфэ;лл320;0880;0600;
3961;899;11;DG66-1240-0840K;DG04M;27;2021;1240-0840K;1240;0840K;хярхмю;#гмюв!;кнфэ;кнфэ;йб740;1240;0840K;
3962;900;12;DG66-1160-0760;DG04M;27;2021;1160-0760;1160;760;хярхмю;хярхмю;+;кнфэ;лл389;1160;0760;
3963;901;13;DG66-0860-0620;DG04M;27;2021;0860-0620;860;620;хярхмю;хярхмю;+;кнфэ;лл298;0860;0620;
